1,348,1
1,131,1
2,574,1
2,554,1
2,73,1
3,847,1
3,760,1
4,738,1
4,117,1
4,985,1
4,264,1
4,246,1
4,187,1
5,487,1
5,572,1
5,492,1
5,67,1
5,634,1
6,55,1
6,473,1
6,771,1
6,602,1
6,845,1
7,558,1
7,458,1
7,537,1
7,777,1
7,7,1
7,807,1
8,165,1
8,94,1
8,643,1
8,527,1
9,221,1
9,175,1
9,243,1
9,997,1
9,186,1
9,912,1
10,38,1
10,880,1
10,124,1
11,185,1
11,214,1
11,661,1
11,816,1
11,460,1
11,521,1
12,784,1
12,292,1
12,709,1
13,399,1
13,620,1
14,27,1
14,556,1
15,676,1
15,24,1
15,335,1
15,95,1
15,320,1
16,894,1
16,224,1
17,45,1
17,613,1
17,92,1
17,10,1
17,927,1
17,840,1
18,159,1
18,203,1
18,344,1
18,417,1
18,981,1
18,915,1
19,748,1
19,886,1
19,116,1
19,897,1
19,112,1
19,862,1
20,318,1
20,980,1
20,855,1
21,727,1
21,322,1
21,623,1
21,877,1
22,733,1
22,951,1
22,791,1
22,203,1
22,546,1
22,958,1
23,752,1
23,35,1
24,279,1
24,404,1
24,265,1
25,161,1
25,237,1
25,736,1
26,630,1
26,862,1
26,505,1
26,40,1
26,540,1
27,43,1
27,328,1
27,889,1
27,99,1
27,910,1
28,747,1
28,587,1
28,428,1
28,558,1
28,908,1
28,373,1
29,423,1
29,371,1
30,811,1
30,140,1
31,837,1
31,911,1
31,969,1
32,464,1
32,89,1
32,349,1
32,980,1
32,222,1
32,527,1
33,106,1
33,556,1
33,521,1
33,608,1
33,404,1
34,92,1
34,925,1
34,846,1
34,523,1
35,62,1
35,84,1
35,853,1
35,542,1
35,338,1
35,175,1
36,368,1
36,839,1
36,878,1
36,311,1
36,232,1
36,674,1
37,718,1
37,45,1
37,872,1
37,599,1
38,497,1
38,910,1
38,85,1
38,835,1
39,42,1
39,23,1
39,292,1
39,637,1
40,304,1
40,693,1
40,282,1
40,236,1
40,359,1
41,744,1
41,966,1
42,510,1
42,565,1
42,533,1
42,584,1
42,869,1
42,448,1
43,652,1
43,45,1
43,164,1
44,795,1
44,187,1
45,908,1
45,814,1
45,493,1
45,266,1
45,830,1
46,604,1
46,479,1
46,260,1
46,300,1
47,895,1
47,17,1
47,229,1
48,18,1
48,514,1
48,700,1
48,248,1
48,211,1
49,215,1
49,319,1
50,350,1
50,94,1
50,786,1
51,887,1
51,311,1
51,845,1
51,70,1
51,920,1
51,574,1
52,491,1
52,376,1
52,116,1
53,816,1
53,145,1
54,716,1
54,20,1
54,2,1
54,605,1
54,960,1
54,398,1
55,987,1
55,536,1
56,439,1
56,699,1
57,250,1
57,23,1
57,343,1
57,284,1
57,246,1
57,17,1
58,718,1
58,524,1
59,856,1
59,128,1
59,627,1
59,115,1
59,795,1
59,610,1
60,934,1
60,294,1
60,877,1
60,437,1
60,623,1
60,69,1
61,950,1
61,263,1
61,683,1
61,104,1
61,42,1
61,86,1
62,605,1
62,717,1
62,120,1
62,170,1
62,440,1
62,889,1
63,726,1
63,312,1
63,875,1
64,477,1
64,462,1
64,244,1
64,253,1
65,31,1
65,98,1
65,317,1
65,888,1
65,259,1
65,902,1
66,644,1
66,91,1
67,867,1
67,537,1
68,67,1
68,467,1
68,202,1
68,933,1
68,267,1
69,493,1
69,798,1
69,795,1
69,79,1
69,624,1
70,907,1
70,914,1
70,502,1
70,652,1
70,753,1
71,201,1
71,781,1
71,153,1
71,798,1
71,252,1
72,942,1
72,253,1
72,676,1
72,777,1
73,328,1
73,726,1
73,307,1
73,292,1
73,692,1
74,529,1
74,563,1
75,458,1
75,822,1
75,547,1
76,949,1
76,917,1
76,240,1
76,367,1
76,363,1
77,38,1
77,99,1
78,137,1
78,550,1
78,191,1
78,863,1
79,742,1
79,545,1
80,514,1
80,282,1
80,698,1
80,139,1
80,472,1
81,962,1
81,286,1
81,314,1
81,740,1
81,412,1
82,750,1
82,957,1
82,599,1
82,346,1
82,879,1
82,312,1
83,60,1
83,307,1
83,987,1
83,550,1
83,818,1
84,354,1
84,271,1
84,588,1
84,976,1
84,673,1
84,426,1
85,158,1
85,879,1
85,790,1
85,366,1
86,356,1
86,185,1
86,559,1
86,774,1
86,566,1
87,764,1
87,463,1
87,478,1
87,201,1
87,484,1
87,113,1
88,78,1
88,483,1
88,753,1
88,135,1
88,352,1
88,137,1
89,762,1
89,813,1
90,509,1
90,822,1
90,739,1
91,898,1
91,354,1
91,219,1
91,489,1
91,377,1
92,164,1
92,597,1
93,16,1
93,685,1
93,517,1
93,558,1
94,526,1
94,81,1
94,448,1
95,940,1
95,539,1
96,968,1
96,559,1
96,758,1
96,949,1
97,594,1
97,600,1
98,335,1
98,270,1
99,480,1
99,178,1
100,301,1
100,814,1
101,654,1
101,569,1
101,851,1
101,130,1
102,598,1
102,843,1
103,667,1
103,898,1
103,612,1
103,148,1
104,985,1
104,146,1
104,266,1
105,350,1
105,612,1
105,539,1
106,217,1
106,693,1
106,632,1
106,858,1
106,390,1
106,839,1
107,316,1
107,412,1
107,386,1
107,197,1
107,408,1
107,444,1
108,798,1
108,524,1
108,996,1
108,696,1
108,93,1
109,550,1
109,179,1
109,467,1
109,358,1
110,140,1
110,68,1
110,810,1
111,551,1
111,479,1
111,862,1
111,155,1
112,386,1
112,297,1
113,56,1
113,590,1
113,702,1
114,676,1
114,23,1
115,239,1
115,846,1
115,114,1
115,172,1
116,616,1
116,655,1
116,64,1
116,603,1
117,416,1
117,376,1
117,384,1
117,420,1
117,105,1
117,856,1
118,219,1
118,761,1
118,435,1
118,406,1
118,175,1
118,943,1
119,246,1
119,995,1
119,344,1
119,145,1
120,862,1
120,371,1
120,154,1
120,164,1
120,461,1
120,581,1
121,910,1
121,380,1
121,131,1
122,436,1
122,509,1
122,414,1
122,822,1
123,874,1
123,167,1
123,529,1
123,575,1
123,635,1
123,152,1
124,365,1
124,640,1
124,923,1
124,267,1
125,305,1
125,583,1
126,738,1
126,191,1
126,578,1
127,996,1
127,46,1
127,466,1
127,319,1
127,835,1
127,435,1
128,577,1
128,636,1
128,115,1
128,311,1
129,967,1
129,481,1
129,300,1
129,506,1
129,248,1
130,890,1
130,270,1
130,773,1
130,768,1
131,946,1
131,661,1
131,171,1
131,958,1
131,931,1
132,536,1
132,2,1
132,590,1
133,357,1
133,770,1
133,694,1
134,693,1
134,186,1
135,547,1
135,86,1
136,506,1
136,325,1
137,213,1
137,893,1
137,766,1
137,351,1
137,118,1
138,181,1
138,665,1
138,562,1
138,729,1
138,533,1
138,471,1
139,924,1
139,685,1
140,513,1
140,510,1
140,643,1
140,780,1
141,233,1
141,361,1
141,535,1
141,916,1
141,470,1
142,776,1
142,380,1
142,801,1
142,301,1
142,283,1
142,406,1
143,809,1
143,546,1
144,371,1
144,271,1
144,939,1
144,616,1
144,540,1
144,472,1
145,504,1
145,649,1
145,450,1
145,5,1
145,759,1
146,393,1
146,549,1
146,589,1
146,580,1
146,988,1
147,629,1
147,608,1
147,778,1
148,535,1
148,982,1
148,473,1
148,516,1
148,296,1
149,764,1
149,894,1
150,983,1
150,276,1
150,168,1
151,963,1
151,423,1
151,959,1
152,717,1
152,571,1
152,143,1
152,553,1
153,739,1
153,814,1
154,920,1
154,55,1
154,415,1
154,660,1
154,488,1
154,850,1
155,175,1
155,197,1
155,326,1
155,243,1
155,822,1
156,553,1
156,562,1
156,213,1
156,600,1
157,412,1
157,597,1
158,125,1
158,607,1
158,807,1
158,829,1
158,106,1
158,577,1
159,369,1
159,472,1
160,987,1
160,1,1
160,810,1
160,768,1
160,908,1
160,714,1
161,310,1
161,37,1
161,225,1
162,823,1
162,509,1
