1,317,1
1,408,1
1,1677,1
2,472,1
2,1283,1
2,1044,1
2,1345,1
3,1613,1
3,504,1
3,1,1
3,581,1
3,777,1
4,1236,1
4,1245,1
4,498,1
4,1810,1
5,234,1
5,1653,1
5,140,1
5,678,1
6,1055,1
6,1673,1
7,1787,1
7,1234,1
8,861,1
8,1490,1
8,98,1
8,1506,1
9,1350,1
9,1076,1
9,1587,1
9,1637,1
10,1701,1
10,1223,1
10,263,1
10,1271,1
11,1473,1
11,427,1
11,473,1
11,1166,1
12,1398,1
12,1865,1
12,38,1
12,358,1
13,862,1
13,290,1
13,1215,1
14,129,1
14,1906,1
14,1231,1
14,933,1
15,1445,1
15,553,1
15,1634,1
15,402,1
16,1635,1
16,485,1
16,1064,1
16,1232,1
17,170,1
17,930,1
17,1796,1
17,988,1
18,1299,1
18,1044,1
18,603,1
18,1073,1
18,557,1
18,155,1
19,18,1
19,1479,1
19,1786,1
19,832,1
19,800,1
19,1639,1
20,562,1
20,803,1
20,1910,1
20,1042,1
20,1898,1
21,1247,1
21,1808,1
22,1245,1
22,1477,1
23,911,1
23,1562,1
24,1188,1
24,1398,1
24,824,1
24,151,1
24,1480,1
25,1907,1
25,360,1
25,1127,1
25,1261,1
25,201,1
26,1370,1
26,182,1
26,1236,1
27,1269,1
27,551,1
27,1116,1
27,1897,1
27,1412,1
27,317,1
28,1835,1
28,240,1
28,268,1
28,1844,1
29,1670,1
29,1126,1
29,1412,1
29,1842,1
30,40,1
30,41,1
30,1222,1
31,1881,1
31,794,1
31,728,1
31,518,1
31,483,1
32,1271,1
32,1508,1
32,1087,1
32,535,1
33,397,1
33,1166,1
34,1846,1
34,699,1
34,1799,1
34,302,1
34,291,1
34,377,1
35,806,1
35,375,1
35,1230,1
35,1290,1
36,1336,1
36,60,1
36,1621,1
36,172,1
36,1000,1
37,204,1
37,683,1
37,1515,1
37,1501,1
37,716,1
37,946,1
38,529,1
38,1367,1
38,1635,1
38,688,1
38,780,1
38,963,1
39,1481,1
39,180,1
40,1440,1
40,707,1
40,1924,1
41,1108,1
41,456,1
41,1668,1
42,1038,1
42,1248,1
42,1801,1
43,444,1
43,219,1
43,346,1
43,940,1
43,1923,1
